YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,DEST,DEP_DEL15
2023,JUN,22,Thursday,Delta Air Lines,SLC,ATL,0
2023,MAY,26,Friday,Southwest Airlines,MSY,FLL,0
2023,MAR,29,Wednesday,Southwest Airlines,ONT,DEN,0
2023,JUL,27,Thursday,JetBlue Airways,JFK,DEN,1
2023,JUN,16,Friday,Allegiant Air,PGD,USA,1
2023,FEB,6,Monday,United Air Lines,EWR,SFO,0
2022,AUG,15,Monday,Republic Airline,EWR,BGR,0
2023,JUL,17,Monday,Delta Air Lines,SLC,PHL,1
2023,JUN,16,Friday,Republic Airline,ORF,PHL,1
2023,MAR,25,Saturday,SkyWest Airlines,LAX,SEA,0
2023,APR,11,Tuesday,American Airlines,DFW,PSP,0
2022,NOV,29,Tuesday,American Airlines,SNA,DFW,1
2022,DEC,5,Monday,SkyWest Airlines,SLC,IDA,0
2023,APR,24,Monday,Southwest Airlines,LAS,SAT,0
2023,APR,9,Sunday,Southwest Airlines,IND,FLL,0
2023,MAY,26,Friday,Delta Air Lines,SDF,ATL,0
2023,APR,22,Saturday,Spirit Air Lines,ORD,RSW,1
2023,APR,6,Thursday,United Air Lines,DEN,MKE,1
2023,JAN,1,Sunday,PSA Airlines,LEX,CLT,0
2023,AUG,17,Thursday,SkyWest Airlines,MSP,BJI,0
2023,JUN,6,Tuesday,Republic Airline,LGA,DCA,0
2023,JAN,16,Monday,American Airlines,DFW,PBI,0
2022,NOV,5,Saturday,JetBlue Airways,MCO,BOS,0
2022,SEP,22,Thursday,Republic Airline,EWR,CLT,0
2023,AUG,2,Wednesday,American Airlines,SDF,CLT,1
2023,AUG,9,Wednesday,Republic Airline,LGA,CMH,0
2022,OCT,29,Saturday,Southwest Airlines,DEN,AUS,0
2022,NOV,9,Wednesday,American Airlines,GSP,CLT,0
2023,JUN,10,Saturday,Alaska Airlines,MIA,SEA,1
2023,AUG,11,Friday,Southwest Airlines,PBI,ISP,1
2023,JUL,15,Saturday,American Airlines,DFW,PNS,1
2023,AUG,14,Monday,Republic Airline,IND,EWR,0
2022,NOV,17,Thursday,Southwest Airlines,HOU,MDW,0
2023,MAR,31,Friday,Allegiant Air,SBN,PGD,0
2023,AUG,4,Friday,Endeavor Air,SDF,DTW,0
2023,MAY,26,Friday,Southwest Airlines,BNA,DCA,0
2023,JUL,20,Thursday,United Air Lines,IAD,CLE,1
2022,SEP,1,Thursday,Envoy Air,GSP,DFW,1
2022,NOV,27,Sunday,Delta Air Lines,CHO,ATL,0
2023,MAR,7,Tuesday,Southwest Airlines,OKC,STL,0
2022,AUG,16,Tuesday,American Airlines,CLT,TPA,0
2023,MAY,19,Friday,Allegiant Air,SFB,ATW,0
2022,SEP,21,Wednesday,Frontier Airlines,PHL,CVG,1
2022,SEP,28,Wednesday,Endeavor Air,ATL,GTR,0
2022,AUG,1,Monday,Delta Air Lines,ATL,ROA,0
2022,AUG,25,Thursday,Southwest Airlines,BWI,PHX,1
2023,MAR,20,Monday,Republic Airline,ORD,JAX,0
2023,JUL,21,Friday,SkyWest Airlines,PDX,SEA,0
2023,JUL,30,Sunday,Southwest Airlines,SLC,DEN,0
2023,JUN,25,Sunday,PSA Airlines,CLT,TYS,1
2023,JAN,30,Monday,Delta Air Lines,BOS,SLC,0
2022,AUG,11,Thursday,Alaska Airlines,SEA,LIH,0
2023,APR,21,Friday,Hawaiian Airlines,OGG,SMF,1
2023,JUL,9,Sunday,Southwest Airlines,STL,DSM,0
2023,APR,28,Friday,American Airlines,DFW,MKE,0
2022,SEP,24,Saturday,United Air Lines,EUG,SFO,0
2022,NOV,11,Friday,United Air Lines,SFO,HNL,0
2023,APR,27,Thursday,United Air Lines,HNL,SFO,0
2023,MAR,29,Wednesday,Southwest Airlines,MDW,FLL,0
2023,JAN,1,Sunday,Southwest Airlines,MCO,MCI,1
2022,AUG,15,Monday,Southwest Airlines,BNA,STL,0
2022,AUG,24,Wednesday,SkyWest Airlines,BIS,MSP,0
2022,DEC,31,Saturday,Delta Air Lines,ATL,ROA,1
2023,MAY,4,Thursday,Republic Airline,CLE,LGA,0
2023,JAN,4,Wednesday,Southwest Airlines,HOU,TPA,0
2022,OCT,18,Tuesday,Frontier Airlines,DFW,SFO,0
2023,JUN,25,Sunday,SkyWest Airlines,BFL,DEN,0
2023,MAY,25,Thursday,SkyWest Airlines,MRY,PHX,0
2023,APR,13,Thursday,American Airlines,MIA,DFW,0
2022,DEC,30,Friday,United Air Lines,ORD,DEN,0
2022,SEP,2,Friday,Delta Air Lines,SEA,BNA,0
2023,JAN,17,Tuesday,American Airlines,CLT,IAH,0
2022,AUG,3,Wednesday,Southwest Airlines,DEN,ABQ,0
2022,DEC,8,Thursday,JetBlue Airways,LAX,SFO,1
2023,JUN,16,Friday,Delta Air Lines,ATL,BDL,1
2023,FEB,7,Tuesday,United Air Lines,EWR,MCO,0
2023,AUG,9,Wednesday,Delta Air Lines,MCO,ATL,0
2023,MAY,7,Sunday,American Airlines,LGA,ORD,0
2022,DEC,11,Sunday,Southwest Airlines,HOU,DAL,0
2023,MAY,27,Saturday,United Air Lines,ORD,SDF,0
2023,JAN,7,Saturday,Delta Air Lines,RDU,ATL,0
2023,AUG,19,Saturday,Southwest Airlines,CLE,MDW,1
2022,DEC,7,Wednesday,SkyWest Airlines,SEA,SJC,0
2023,JAN,8,Sunday,American Airlines,DCA,DFW,0
2022,OCT,21,Friday,Southwest Airlines,LAS,ONT,0
2023,JUN,30,Friday,SkyWest Airlines,BOI,SEA,0
2023,MAY,8,Monday,Southwest Airlines,SAN,SJC,0
2022,NOV,1,Tuesday,Southwest Airlines,MDW,PHL,0
2022,DEC,7,Wednesday,Southwest Airlines,BZN,DEN,0
2023,AUG,21,Monday,Southwest Airlines,DAL,CMH,0
2023,AUG,12,Saturday,Southwest Airlines,DAL,TUL,1
2022,OCT,29,Saturday,American Airlines,LAX,LIH,0
2023,MAR,29,Wednesday,American Airlines,CMH,CLT,0
2023,MAY,18,Thursday,American Airlines,DTW,DFW,1
2022,OCT,28,Friday,Southwest Airlines,RDU,ATL,0
2023,JUN,4,Sunday,Delta Air Lines,SAN,DTW,0
2023,MAY,21,Sunday,American Airlines,LAX,MIA,1
2022,AUG,4,Thursday,SkyWest Airlines,SLC,LWS,0
2022,DEC,15,Thursday,Southwest Airlines,SNA,SMF,0
2023,MAY,16,Tuesday,Southwest Airlines,HNL,OGG,0
2023,FEB,17,Friday,Envoy Air,DFW,HRL,0
2022,AUG,31,Wednesday,Endeavor Air,ATL,GTR,0
2023,AUG,14,Monday,Frontier Airlines,ATL,ONT,1
2022,AUG,7,Sunday,Delta Air Lines,LAX,MEM,0
2023,JAN,11,Wednesday,United Air Lines,DEN,DFW,1
2023,JUN,23,Friday,Delta Air Lines,SJU,JFK,0
2022,AUG,11,Thursday,Southwest Airlines,ATL,DCA,1
2023,MAR,16,Thursday,SkyWest Airlines,BMI,ATL,0
2023,JUN,29,Thursday,American Airlines,PHX,PHL,1
2023,JAN,15,Sunday,Spirit Air Lines,SAN,LAS,0
2023,JUN,15,Thursday,SkyWest Airlines,ORD,ROA,0
2023,MAY,27,Saturday,American Airlines,DFW,MEM,0
2022,NOV,13,Sunday,Envoy Air,DFW,CHA,0
2023,JAN,2,Monday,SkyWest Airlines,BFL,PHX,1
2023,FEB,27,Monday,Southwest Airlines,SNA,BNA,1
2023,MAR,27,Monday,Endeavor Air,BTV,JFK,0
2022,AUG,26,Friday,Southwest Airlines,MCI,MDW,0
2023,APR,10,Monday,American Airlines,IAH,MIA,0
2023,JUN,3,Saturday,United Air Lines,EWR,SEA,1
2022,NOV,25,Friday,Southwest Airlines,OMA,DEN,0
2023,AUG,22,Tuesday,PSA Airlines,CLT,GSP,0
2023,JUL,19,Wednesday,American Airlines,LAX,DFW,1
2022,DEC,14,Wednesday,Delta Air Lines,LAS,RDU,0
2022,OCT,28,Friday,American Airlines,MCO,PHL,0
2022,NOV,3,Thursday,Southwest Airlines,BUR,SMF,0
2022,OCT,9,Sunday,United Air Lines,EWR,SNA,0
2023,AUG,21,Monday,Southwest Airlines,LAS,RNO,0
2023,JUN,20,Tuesday,Southwest Airlines,DAL,SAT,1
2022,DEC,13,Tuesday,Frontier Airlines,RDU,LAS,1
2023,JUL,4,Tuesday,United Air Lines,EWR,SFO,0
2022,DEC,1,Thursday,American Airlines,SFO,JFK,1
2022,DEC,28,Wednesday,American Airlines,CLT,BOS,0
2023,AUG,4,Friday,Southwest Airlines,BNA,IAH,0
2022,SEP,14,Wednesday,American Airlines,LAX,JFK,0
2023,APR,12,Wednesday,Endeavor Air,CHS,LGA,0
2022,NOV,22,Tuesday,Delta Air Lines,SEA,MCO,0
2023,AUG,30,Wednesday,American Airlines,DFW,SEA,0
2023,APR,16,Sunday,Allegiant Air,BOI,LAX,0
2022,NOV,19,Saturday,Delta Air Lines,BOS,AUS,0
2023,APR,25,Tuesday,Allegiant Air,BNA,XNA,0
2023,AUG,21,Monday,Southwest Airlines,PDX,DEN,1
2023,FEB,8,Wednesday,American Airlines,CLT,TPA,1
2022,OCT,17,Monday,American Airlines,CLT,PBI,0
2023,JUL,18,Tuesday,Endeavor Air,FAY,ATL,1
2022,AUG,1,Monday,Southwest Airlines,TUS,LAX,0
2022,AUG,9,Tuesday,Delta Air Lines,JFK,SEA,1
2022,NOV,29,Tuesday,PSA Airlines,PNS,CLT,0
2023,AUG,26,Saturday,Delta Air Lines,BWI,MSP,1
2023,JUL,10,Monday,United Air Lines,EWR,SEA,1
2023,AUG,9,Wednesday,Southwest Airlines,DEN,HOU,1
2023,APR,7,Friday,Spirit Air Lines,MSY,ATL,1
2022,OCT,22,Saturday,SkyWest Airlines,ORD,FWA,0
2023,FEB,15,Wednesday,United Air Lines,LAX,MCO,0
2022,OCT,18,Tuesday,PSA Airlines,PHL,ORF,0
2022,SEP,25,Sunday,Alaska Airlines,SEA,EWR,1
2023,MAR,29,Wednesday,Frontier Airlines,MCO,BQN,1
2023,FEB,26,Sunday,American Airlines,PHX,SMF,1
2022,SEP,18,Sunday,JetBlue Airways,LAX,BOS,0
2023,JUN,15,Thursday,Spirit Air Lines,EWR,PIT,0
2022,OCT,23,Sunday,Southwest Airlines,HOU,HRL,0
2023,JUL,17,Monday,Southwest Airlines,IAH,MDW,0
2023,JAN,28,Saturday,Endeavor Air,MEM,MSP,0
2023,JUN,13,Tuesday,American Airlines,CLT,FLL,1
2023,FEB,14,Tuesday,Southwest Airlines,PHX,OAK,0
2022,SEP,18,Sunday,American Airlines,IAH,DFW,0
2023,MAY,13,Saturday,SkyWest Airlines,MLI,ATL,0
2022,AUG,15,Monday,Southwest Airlines,SDF,BWI,0
2023,JUL,11,Tuesday,American Airlines,CLT,ALB,0
2023,MAR,22,Wednesday,Southwest Airlines,RSW,BWI,0
2022,SEP,15,Thursday,Southwest Airlines,OAK,LAS,0
2022,AUG,27,Saturday,SkyWest Airlines,FWA,DFW,0
2022,OCT,23,Sunday,Southwest Airlines,BWI,ORD,0
2023,JAN,12,Thursday,Delta Air Lines,TUS,ATL,0
2022,NOV,26,Saturday,Delta Air Lines,SLC,OAK,0
2022,OCT,2,Sunday,Alaska Airlines,PHX,PDX,0
2022,NOV,7,Monday,Southwest Airlines,OAK,SNA,0
2023,APR,19,Wednesday,Southwest Airlines,SAN,DEN,0
2023,JUL,13,Thursday,United Air Lines,AUS,SFO,0
2022,AUG,23,Tuesday,United Air Lines,SYR,IAD,0
2022,OCT,12,Wednesday,Republic Airline,LGA,PIT,0
2023,MAY,24,Wednesday,United Air Lines,SFO,IAD,0
2022,NOV,7,Monday,United Air Lines,ORD,ROC,0
2023,JUL,26,Wednesday,Republic Airline,BNA,LGA,0
2023,JUN,29,Thursday,Delta Air Lines,SEA,ANC,0
2022,DEC,9,Friday,American Airlines,DFW,GSP,0
2023,AUG,22,Tuesday,Envoy Air,DFW,AMA,0
2023,JAN,15,Sunday,JetBlue Airways,TPA,SJU,0
2023,JAN,20,Friday,United Air Lines,IAH,EWR,0
2022,AUG,7,Sunday,Southwest Airlines,PHX,DEN,0
2022,SEP,19,Monday,American Airlines,CLT,EWR,0
2023,JAN,24,Tuesday,PSA Airlines,BNA,PHL,0
2023,AUG,28,Monday,American Airlines,DFW,RDU,1
2022,NOV,23,Wednesday,Southwest Airlines,OAK,PDX,0
2022,AUG,21,Sunday,Frontier Airlines,BWI,DEN,0
2023,MAY,19,Friday,United Air Lines,BOS,DEN,0
2023,MAR,10,Friday,American Airlines,DFW,MSY,0
2022,NOV,5,Saturday,Southwest Airlines,LGA,HOU,1
2023,JUL,23,Sunday,Southwest Airlines,BWI,LAS,0
2022,DEC,3,Saturday,Southwest Airlines,ATL,BNA,0
2023,APR,13,Thursday,JetBlue Airways,BQN,MCO,0
2022,AUG,11,Thursday,Endeavor Air,JFK,ACK,0
2023,JUN,19,Monday,Endeavor Air,LGA,GSO,0
2022,OCT,30,Sunday,United Air Lines,SLC,IAH,0
2022,AUG,31,Wednesday,Southwest Airlines,FLL,MCO,0
2023,FEB,16,Thursday,Southwest Airlines,BWI,MCO,1
2023,JUL,11,Tuesday,SkyWest Airlines,SFO,SNA,0
2022,SEP,28,Wednesday,Delta Air Lines,ATL,RDU,0
2023,AUG,9,Wednesday,Envoy Air,SYR,ORD,0
2023,JUN,17,Saturday,American Airlines,CLT,IAH,1
2023,JUL,28,Friday,American Airlines,DFW,MSY,0
2022,DEC,14,Wednesday,SkyWest Airlines,PHX,YUM,0
2023,MAY,20,Saturday,Southwest Airlines,SAN,STL,0
2022,SEP,24,Saturday,American Airlines,CLT,FLL,0
2023,FEB,12,Sunday,Delta Air Lines,SAN,SEA,0
2023,MAR,6,Monday,Allegiant Air,PIT,PIE,0
2023,FEB,10,Friday,JetBlue Airways,PBI,DCA,0
2023,FEB,8,Wednesday,SkyWest Airlines,JMS,DVL,0
2022,OCT,7,Friday,United Air Lines,SAN,ORD,1
2023,MAR,3,Friday,SkyWest Airlines,XWA,DEN,0
2023,MAR,20,Monday,Southwest Airlines,DEN,BOI,1
2023,MAR,30,Thursday,American Airlines,PHL,BOS,0
2023,MAR,2,Thursday,Spirit Air Lines,IAH,MIA,0
2023,JUL,21,Friday,Southwest Airlines,SAN,HOU,0
2022,DEC,7,Wednesday,Endeavor Air,ATL,ABY,0
2023,FEB,27,Monday,United Air Lines,SFO,SNA,0
2023,JAN,29,Sunday,Delta Air Lines,SLC,PDX,0
2023,MAY,19,Friday,American Airlines,BOS,DCA,0
2022,DEC,9,Friday,SkyWest Airlines,SLC,FAT,0
2023,JUN,19,Monday,Delta Air Lines,GSP,ATL,1
2022,AUG,4,Thursday,Southwest Airlines,CMH,DEN,0
2022,AUG,3,Wednesday,Delta Air Lines,PDX,MSP,0
2023,JAN,4,Wednesday,American Airlines,MCI,DFW,0
2023,JAN,24,Tuesday,Delta Air Lines,BNA,MSP,0
2023,APR,7,Friday,Spirit Air Lines,BOS,FLL,0
2022,NOV,17,Thursday,JetBlue Airways,EYW,BOS,1
2023,AUG,21,Monday,SkyWest Airlines,SEA,SMF,0
2023,MAY,24,Wednesday,Spirit Air Lines,LAS,ABQ,0
2022,OCT,19,Wednesday,Delta Air Lines,ATL,CHA,0
2023,JUN,25,Sunday,American Airlines,DFW,CMH,0
2023,JAN,21,Saturday,United Air Lines,DEN,EUG,0
2023,APR,29,Saturday,Southwest Airlines,SMF,SNA,0
2022,AUG,23,Tuesday,Southwest Airlines,KOA,LAX,1
2022,SEP,30,Friday,American Airlines,DCA,ORD,0
2023,AUG,30,Wednesday,Envoy Air,DFW,TRI,0
2022,SEP,2,Friday,American Airlines,AUS,LAX,0
2023,MAY,1,Monday,American Airlines,DTW,CLT,0
2022,DEC,7,Wednesday,Delta Air Lines,ORF,ATL,0
2022,OCT,12,Wednesday,American Airlines,DFW,SMF,0
2023,AUG,17,Thursday,American Airlines,CLT,MSP,0
2022,OCT,4,Tuesday,Southwest Airlines,STL,LGB,0
2022,DEC,15,Thursday,United Air Lines,LAS,IAH,1
2023,JUN,18,Sunday,Delta Air Lines,ATL,TUS,0
2023,JAN,19,Thursday,Delta Air Lines,MSP,LAX,0
2023,APR,11,Tuesday,Republic Airline,MCI,LGA,0
2023,MAY,30,Tuesday,United Air Lines,CLE,SFO,1
2023,JAN,8,Sunday,American Airlines,DCA,DFW,0
2022,AUG,4,Thursday,Delta Air Lines,SLC,DTW,0
2023,JUN,29,Thursday,Southwest Airlines,MDW,OMA,0
2022,OCT,27,Thursday,Horizon Air,LAS,PDX,0
2023,JUN,4,Sunday,PSA Airlines,DAY,CLT,0
2023,MAR,3,Friday,United Air Lines,MCO,ORD,0
2022,SEP,9,Friday,American Airlines,PHX,SEA,0
2023,APR,21,Friday,Envoy Air,MIA,EYW,0
2023,MAR,24,Friday,SkyWest Airlines,CPR,DEN,0
2022,DEC,13,Tuesday,Republic Airline,BOS,BWI,0
2023,JUN,11,Sunday,American Airlines,PHX,DFW,1
2023,JUN,9,Friday,Delta Air Lines,ATL,OMA,0
2023,MAY,2,Tuesday,Southwest Airlines,LAX,OAK,0
2023,JUL,2,Sunday,Frontier Airlines,PHL,ATL,0
2023,JUL,30,Sunday,United Air Lines,EWR,DEN,0
2022,AUG,29,Monday,PSA Airlines,ORF,CLT,0
2023,MAR,1,Wednesday,Alaska Airlines,GEG,SEA,0
2023,JUL,4,Tuesday,Allegiant Air,AZA,SGF,0
2023,AUG,28,Monday,SkyWest Airlines,SFO,SAN,0
2023,JAN,2,Monday,United Air Lines,DEN,ABQ,1
2022,OCT,15,Saturday,American Airlines,LAX,MCO,0
2023,MAY,25,Thursday,American Airlines,IND,LAX,0
2023,JUL,8,Saturday,Frontier Airlines,PHL,FLL,0
2023,JUL,6,Thursday,PSA Airlines,PIA,DFW,0
2023,AUG,7,Monday,Spirit Air Lines,ATL,MSY,1
2022,DEC,26,Monday,Alaska Airlines,SEA,SMF,0
2023,FEB,23,Thursday,Southwest Airlines,SAT,HOU,1
2022,SEP,10,Saturday,Delta Air Lines,IND,ATL,0
2023,JUN,30,Friday,Southwest Airlines,DAL,ABQ,1
2023,FEB,12,Sunday,Southwest Airlines,ISP,BWI,0
2023,JAN,14,Saturday,Southwest Airlines,MEM,ATL,0
2022,NOV,21,Monday,Frontier Airlines,ONT,LAS,0
2023,JUN,18,Sunday,United Air Lines,DEN,EWR,1
2022,DEC,16,Friday,SkyWest Airlines,DEN,LAR,0
2022,DEC,14,Wednesday,United Air Lines,COS,DEN,0
2023,MAY,4,Thursday,Southwest Airlines,MDW,PHX,1
2023,MAR,19,Sunday,SkyWest Airlines,ATL,BMI,0
2023,JUN,25,Sunday,Delta Air Lines,SFO,SLC,0
2022,NOV,8,Tuesday,Hawaiian Airlines,OGG,HNL,1
2022,NOV,22,Tuesday,Delta Air Lines,SLC,ATL,0
2022,AUG,23,Tuesday,Horizon Air,SEA,FCA,0
2023,MAR,28,Tuesday,JetBlue Airways,RDU,BOS,0
2022,SEP,22,Thursday,Envoy Air,ORD,PVD,0
2023,MAR,20,Monday,Southwest Airlines,LGA,DAL,0
2022,OCT,9,Sunday,Delta Air Lines,SDF,ATL,0
2023,APR,24,Monday,United Air Lines,PBI,EWR,0
2022,AUG,29,Monday,SkyWest Airlines,JAC,DEN,0
2023,AUG,26,Saturday,United Air Lines,RDM,DEN,0
2022,SEP,20,Tuesday,Southwest Airlines,DEN,STL,0
2023,JAN,14,Saturday,United Air Lines,DEN,LAS,0
2023,JAN,24,Tuesday,PSA Airlines,CLT,IND,0
2023,MAR,13,Monday,American Airlines,DFW,MCI,0
2023,JUN,11,Sunday,SkyWest Airlines,GEG,PDX,0
2023,JAN,22,Sunday,Delta Air Lines,AUS,ATL,0
2023,APR,4,Tuesday,SkyWest Airlines,LAX,OAK,0
2022,SEP,11,Sunday,American Airlines,VPS,DFW,1
2023,JUN,30,Friday,Delta Air Lines,ATL,MSP,0
2023,FEB,27,Monday,Republic Airline,MEM,LGA,0
2022,OCT,11,Tuesday,American Airlines,SNA,AUS,0
2023,APR,6,Thursday,Southwest Airlines,DAL,HOU,0
2023,AUG,4,Friday,Southwest Airlines,OGG,SMF,1
2023,MAR,8,Wednesday,Spirit Air Lines,ORD,FLL,0
2023,JUL,3,Monday,United Air Lines,LAS,DEN,0
2023,MAR,1,Wednesday,Southwest Airlines,BWI,IND,0
2023,APR,24,Monday,Southwest Airlines,MDW,COS,1
2023,JUN,28,Wednesday,United Air Lines,HNL,DEN,1
2023,JUL,26,Wednesday,Delta Air Lines,SLC,MSY,0
2023,FEB,22,Wednesday,Southwest Airlines,BNA,LAS,0
2023,APR,14,Friday,United Air Lines,SEA,LAX,0
2023,FEB,3,Friday,Hawaiian Airlines,OAK,HNL,0
2023,MAY,18,Thursday,Delta Air Lines,MCO,RDU,1
2023,APR,17,Monday,Southwest Airlines,ATL,MEM,1
2023,MAR,19,Sunday,SkyWest Airlines,INL,MSP,0
2022,DEC,7,Wednesday,Republic Airline,ATL,LGA,0
2022,SEP,26,Monday,Endeavor Air,LGA,PWM,0
2023,FEB,3,Friday,SkyWest Airlines,ASE,AUS,0
2023,AUG,2,Wednesday,Allegiant Air,PIE,RFD,0
2022,NOV,20,Sunday,Endeavor Air,MKE,LGA,1
2023,JAN,5,Thursday,United Air Lines,BOS,ORD,0
2022,OCT,19,Wednesday,Southwest Airlines,HNL,OGG,0
2023,AUG,10,Thursday,Hawaiian Airlines,OGG,SFO,1
2022,OCT,16,Sunday,SkyWest Airlines,RDM,SFO,0
2023,AUG,19,Saturday,SkyWest Airlines,ASE,IAH,0
2023,JUN,17,Saturday,American Airlines,CHS,DFW,0
2023,JAN,6,Friday,American Airlines,DCA,MCO,0
2023,APR,11,Tuesday,United Air Lines,IAH,MSY,0
2023,MAY,5,Friday,American Airlines,DFW,DEN,0
2023,APR,3,Monday,Southwest Airlines,STL,CLT,0
2022,DEC,29,Thursday,American Airlines,BOS,CLT,0
2023,APR,21,Friday,Alaska Airlines,MSY,SEA,0
2023,JUN,19,Monday,Southwest Airlines,DAL,LAS,1
2023,APR,10,Monday,Southwest Airlines,LAX,DAL,1
2022,SEP,30,Friday,Hawaiian Airlines,SFO,OGG,0
2023,MAY,26,Friday,Republic Airline,DCA,LGA,1
2022,AUG,23,Tuesday,Southwest Airlines,HOU,CRP,0
2023,JUN,25,Sunday,Southwest Airlines,MCO,DCA,0
2023,FEB,10,Friday,American Airlines,CLT,LGA,0
2023,AUG,16,Wednesday,Southwest Airlines,LAX,LAS,0
2022,OCT,9,Sunday,Spirit Air Lines,IAH,ORD,0
2022,SEP,16,Friday,SkyWest Airlines,LAX,SJC,0
2022,SEP,25,Sunday,Delta Air Lines,PNS,ATL,0
2022,SEP,6,Tuesday,Republic Airline,ATL,LGA,1
2022,AUG,26,Friday,Southwest Airlines,MDW,OMA,0
2023,JUN,8,Thursday,SkyWest Airlines,DEN,MOT,0
2023,JAN,29,Sunday,Delta Air Lines,SEA,ANC,0
2023,MAY,19,Friday,Delta Air Lines,ALB,ATL,0
2023,MAR,14,Tuesday,American Airlines,FLL,ORD,0
2023,APR,17,Monday,Southwest Airlines,MKE,LAS,0
2023,APR,22,Saturday,Southwest Airlines,ONT,AUS,0
2023,MAY,23,Tuesday,SkyWest Airlines,ELM,DTW,0
2023,JUN,14,Wednesday,Delta Air Lines,ATL,MKE,0
2022,SEP,17,Saturday,Southwest Airlines,BWI,MCO,1
2022,OCT,11,Tuesday,Endeavor Air,LGA,SAV,0
2022,OCT,28,Friday,Southwest Airlines,DAL,DEN,1
2023,JUN,24,Saturday,Republic Airline,AVL,EWR,0
2022,AUG,2,Tuesday,SkyWest Airlines,DEN,DRO,0
2023,JUL,1,Saturday,Southwest Airlines,MDW,MSP,0
2023,MAY,27,Saturday,Spirit Air Lines,BWI,TPA,0
2022,NOV,27,Sunday,Delta Air Lines,MSY,ATL,0
2023,APR,9,Sunday,Southwest Airlines,LAS,SLC,0
2022,AUG,1,Monday,Southwest Airlines,SJC,BUR,0
2023,APR,10,Monday,Republic Airline,CVG,JFK,0
2022,DEC,28,Wednesday,Southwest Airlines,SDF,ATL,0
2023,JUL,17,Monday,Delta Air Lines,SLC,BIL,1
2022,DEC,22,Thursday,Envoy Air,LCH,DFW,0
2022,NOV,4,Friday,SkyWest Airlines,PIT,DTW,0
2023,JAN,3,Tuesday,SkyWest Airlines,LGB,SLC,0
2023,MAY,5,Friday,Delta Air Lines,SMF,SLC,1
2022,OCT,2,Sunday,SkyWest Airlines,LBB,DEN,0
2023,JAN,24,Tuesday,Southwest Airlines,DAL,MCI,0
2023,MAY,19,Friday,Southwest Airlines,ABQ,PHX,1
2023,MAY,2,Tuesday,Southwest Airlines,DEN,SEA,0
2023,APR,24,Monday,Delta Air Lines,ANC,SEA,0
2023,AUG,31,Thursday,Delta Air Lines,ATL,BHM,0
2023,JAN,3,Tuesday,PSA Airlines,DCA,HPN,0
2023,MAR,13,Monday,Southwest Airlines,SJC,LAS,0
2023,JUL,3,Monday,United Air Lines,AUS,EWR,0
2022,DEC,18,Sunday,Delta Air Lines,DTW,MSY,0
2023,FEB,22,Wednesday,Southwest Airlines,DCA,DAL,0
2023,MAR,4,Saturday,Delta Air Lines,JFK,DFW,0
2022,AUG,13,Saturday,Southwest Airlines,DAL,BZN,0
2022,OCT,29,Saturday,Southwest Airlines,BWI,ISP,1
2023,APR,18,Tuesday,Southwest Airlines,DCA,STL,1
2023,MAY,4,Thursday,Southwest Airlines,ATL,DEN,0
2022,DEC,13,Tuesday,United Air Lines,DEN,SEA,1
2022,AUG,3,Wednesday,Hawaiian Airlines,LAX,OGG,0
2023,FEB,16,Thursday,American Airlines,MCO,ORD,1
2022,DEC,26,Monday,Spirit Air Lines,BWI,MCO,1
2022,AUG,20,Saturday,Envoy Air,DFW,FSM,0
2023,MAY,13,Saturday,Republic Airline,LGA,RIC,0
2022,DEC,29,Thursday,Delta Air Lines,DCA,ATL,0
2023,AUG,1,Tuesday,Southwest Airlines,STL,FLL,1
2023,JUL,5,Wednesday,Delta Air Lines,RDU,MSP,0
2023,AUG,28,Monday,Southwest Airlines,DAL,LIT,1
2023,JAN,29,Sunday,Frontier Airlines,ATL,ORD,0
2023,AUG,4,Friday,Southwest Airlines,SEA,MDW,0
2023,JAN,21,Saturday,SkyWest Airlines,JFK,ORD,0
2022,OCT,22,Saturday,Delta Air Lines,ATL,AUS,0
2023,AUG,13,Sunday,American Airlines,RDU,CLT,0
2023,FEB,17,Friday,Southwest Airlines,BOI,DEN,0
2023,AUG,25,Friday,Delta Air Lines,SAT,SLC,0
2022,NOV,23,Wednesday,SkyWest Airlines,PHX,SBP,0
2023,FEB,6,Monday,Southwest Airlines,HNL,SAN,0
2023,APR,4,Tuesday,SkyWest Airlines,TVC,ORD,0
2022,SEP,17,Saturday,Southwest Airlines,BWI,MDW,0
2022,OCT,22,Saturday,Southwest Airlines,OMA,ATL,0
2023,JUL,16,Sunday,Republic Airline,LGA,OKC,0
2023,JUL,12,Wednesday,United Air Lines,EUG,SFO,0
2023,MAY,4,Thursday,JetBlue Airways,JFK,JAX,1
2022,AUG,31,Wednesday,Delta Air Lines,ATL,ICT,0
2023,FEB,12,Sunday,Southwest Airlines,DAL,AUS,0
2023,MAY,22,Monday,SkyWest Airlines,MSP,IMT,0
2023,AUG,2,Wednesday,Southwest Airlines,PHX,MSP,0
2023,MAY,6,Saturday,Delta Air Lines,BWI,ATL,0
2023,APR,29,Saturday,Southwest Airlines,DEN,BUR,1
2022,AUG,25,Thursday,Southwest Airlines,LAS,SEA,0
2022,DEC,28,Wednesday,Endeavor Air,MDW,DTW,0
2022,SEP,5,Monday,Delta Air Lines,AUS,MSP,0
