YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_DEL15,ARR_DEL15
2022,OCT,13,Thursday,Southwest Airlines,LAX,"Los Angeles, CA",ELP,"El Paso, TX",0,0
2023,AUG,2,Wednesday,Alaska Airlines,SAN,"San Diego, CA",KOA,"Kona, HI",0,0
2023,JAN,1,Sunday,Southwest Airlines,BWI,"Baltimore, MD",PVD,"Providence, RI",0,0
2023,MAR,20,Monday,United Air Lines,PNS,"Pensacola, FL",ORD,"Chicago, IL",0,0
2022,NOV,15,Tuesday,Delta Air Lines,ATL,"Atlanta, GA",ECP,"Panama City, FL",0,0
2022,DEC,11,Sunday,United Air Lines,BOS,"Boston, MA",ORD,"Chicago, IL",0,0
2023,AUG,5,Saturday,Allegiant Air,DEN,"Denver, CO",AVL,"Asheville, NC",1,0
2022,NOV,11,Friday,Delta Air Lines,ATL,"Atlanta, GA",IAH,"Houston, TX",1,1
2023,JAN,15,Sunday,SkyWest Airlines,IND,"Indianapolis, IN",MSP,"Minneapolis, MN",0,0
2023,MAY,29,Monday,JetBlue Airways,JFK,"New York, NY",BOS,"Boston, MA",0,0
2023,MAR,4,Saturday,American Airlines,DFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN",0,0
2023,AUG,15,Tuesday,Endeavor Air,CLT,"Charlotte, NC",JFK,"New York, NY",0,0
2023,FEB,13,Monday,Endeavor Air,BHM,"Birmingham, AL",DTW,"Detroit, MI",0,0
2023,JAN,26,Thursday,Endeavor Air,CLT,"Charlotte, NC",JFK,"New York, NY",0,0
2023,JAN,31,Tuesday,American Airlines,CLT,"Charlotte, NC",ILM,"Wilmington, NC",0,0
2023,AUG,6,Sunday,SkyWest Airlines,SLC,"Salt Lake City, UT",TUL,"Tulsa, OK",0,0
2023,MAY,17,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",0,0
2023,APR,23,Sunday,Southwest Airlines,KOA,"Kona, HI",LAS,"Las Vegas, NV",0,1
2023,JUN,18,Sunday,Delta Air Lines,ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL",0,0
2022,OCT,13,Thursday,Envoy Air,DFW,"Dallas/Fort Worth, TX",GRK,"Killeen, TX",0,0
2022,AUG,26,Friday,Delta Air Lines,ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL",0,0
2023,FEB,9,Thursday,American Airlines,EYW,"Key West, FL",PHL,"Philadelphia, PA",1,1
2023,MAR,21,Tuesday,Southwest Airlines,BWI,"Baltimore, MD",ALB,"Albany, NY",0,0
2022,NOV,27,Sunday,American Airlines,DFW,"Dallas/Fort Worth, TX",BOI,"Boise, ID",0,1
2023,MAY,22,Monday,Envoy Air,BWI,"Baltimore, MD",ORD,"Chicago, IL",0,0
2023,AUG,25,Friday,Delta Air Lines,LAX,"Los Angeles, CA",JFK,"New York, NY",1,1
2022,OCT,30,Sunday,SkyWest Airlines,SGU,"St. George, UT",SLC,"Salt Lake City, UT",0,0
2022,DEC,20,Tuesday,Southwest Airlines,RIC,"Richmond, VA",ATL,"Atlanta, GA",0,0
2022,OCT,27,Thursday,PSA Airlines,CLT,"Charlotte, NC",MLB,"Melbourne, FL",0,0
2023,AUG,17,Thursday,Endeavor Air,CLE,"Cleveland, OH",LGA,"New York, NY",0,0
2023,APR,28,Friday,Delta Air Lines,MIA,"Miami, FL",MSP,"Minneapolis, MN",0,0
2022,SEP,1,Thursday,Southwest Airlines,BNA,"Nashville, TN",PNS,"Pensacola, FL",0,0
2023,JUN,16,Friday,American Airlines,PWM,"Portland, ME",PHL,"Philadelphia, PA",1,1
2023,MAR,28,Tuesday,Spirit Air Lines,MCO,"Orlando, FL",FLL,"Fort Lauderdale, FL",1,1
2023,MAR,24,Friday,Delta Air Lines,BHM,"Birmingham, AL",ATL,"Atlanta, GA",1,0
2023,AUG,12,Saturday,United Air Lines,IAH,"Houston, TX",LAX,"Los Angeles, CA",0,0
2022,DEC,4,Sunday,American Airlines,PHX,"Phoenix, AZ",PHL,"Philadelphia, PA",0,0
2023,MAY,2,Tuesday,American Airlines,CLT,"Charlotte, NC",RDU,"Raleigh/Durham, NC",0,0
2023,JAN,16,Monday,Alaska Airlines,SAT,"San Antonio, TX",SEA,"Seattle, WA",0,0
2023,JAN,20,Friday,Allegiant Air,ALB,"Albany, NY",PIE,"St. Petersburg, FL",0,0
2022,DEC,14,Wednesday,Frontier Airlines,DCA,"Washington, DC",DEN,"Denver, CO",0,0
2022,NOV,21,Monday,United Air Lines,MSY,"New Orleans, LA",IAH,"Houston, TX",0,0
2023,JUN,11,Sunday,Southwest Airlines,SMF,"Sacramento, CA",DEN,"Denver, CO",0,0
2023,MAR,5,Sunday,American Airlines,PHL,"Philadelphia, PA",PHX,"Phoenix, AZ",0,0
2022,AUG,23,Tuesday,American Airlines,SEA,"Seattle, WA",MIA,"Miami, FL",0,0
2023,MAY,16,Tuesday,American Airlines,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAY,1,Monday,Endeavor Air,MSP,"Minneapolis, MN",CWA,"Mosinee, WI",0,0
2023,AUG,20,Sunday,Hawaiian Airlines,HNL,"Honolulu, HI",KOA,"Kona, HI",0,0
2023,MAR,1,Wednesday,United Air Lines,FLL,"Fort Lauderdale, FL",DEN,"Denver, CO",0,0
2023,MAR,5,Sunday,Endeavor Air,DTW,"Detroit, MI",ROC,"Rochester, NY",0,0
2023,JUN,23,Friday,Southwest Airlines,HNL,"Honolulu, HI",ITO,"Hilo, HI",0,0
2023,APR,23,Sunday,Republic Airline,ATL,"Atlanta, GA",LGA,"New York, NY",0,0
2022,DEC,16,Friday,Southwest Airlines,OAK,"Oakland, CA",SAN,"San Diego, CA",0,0
2022,DEC,30,Friday,Delta Air Lines,MSP,"Minneapolis, MN",GRR,"Grand Rapids, MI",0,0
2023,MAY,4,Thursday,Delta Air Lines,VPS,"Valparaiso, FL",ATL,"Atlanta, GA",0,0
2023,AUG,2,Wednesday,American Airlines,CLT,"Charlotte, NC",TPA,"Tampa, FL",0,0
2022,SEP,20,Tuesday,SkyWest Airlines,DEN,"Denver, CO",SBP,"San Luis Obispo, CA",0,0
2023,JAN,17,Tuesday,Southwest Airlines,OGG,"Kahului, HI",HNL,"Honolulu, HI",0,0
2023,JUN,17,Saturday,Southwest Airlines,SAN,"San Diego, CA",SMF,"Sacramento, CA",0,0
2022,AUG,14,Sunday,United Air Lines,EWR,"Newark, NJ",CHS,"Charleston, SC",1,1
2023,JUL,10,Monday,Delta Air Lines,SFO,"San Francisco, CA",DTW,"Detroit, MI",0,0
2023,JAN,26,Thursday,United Air Lines,AUS,"Austin, TX",DEN,"Denver, CO",0,0
2023,JAN,19,Thursday,Southwest Airlines,BUR,"Burbank, CA",SJC,"San Jose, CA",0,0
2022,SEP,30,Friday,Horizon Air,BOI,"Boise, ID",SMF,"Sacramento, CA",0,0
2022,SEP,23,Friday,American Airlines,EWR,"Newark, NJ",CLT,"Charlotte, NC",1,1
2023,JAN,5,Thursday,Southwest Airlines,PHX,"Phoenix, AZ",OKC,"Oklahoma City, OK",0,0
2022,DEC,27,Tuesday,American Airlines,RSW,"Fort Myers, FL",PHL,"Philadelphia, PA",1,1
2023,MAY,29,Monday,Republic Airline,LGA,"New York, NY",BOS,"Boston, MA",0,0
2022,NOV,15,Tuesday,American Airlines,CLT,"Charlotte, NC",BNA,"Nashville, TN",0,1
2023,FEB,17,Friday,SkyWest Airlines,ASE,"Aspen, CO",PHX,"Phoenix, AZ",1,0
2022,SEP,28,Wednesday,Southwest Airlines,BNA,"Nashville, TN",LAS,"Las Vegas, NV",1,1
2023,FEB,20,Monday,Hawaiian Airlines,OGG,"Kahului, HI",OAK,"Oakland, CA",0,0
2023,JAN,12,Thursday,Southwest Airlines,MDW,"Chicago, IL",SJC,"San Jose, CA",0,0
2023,APR,17,Monday,Southwest Airlines,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",0,0
2022,NOV,16,Wednesday,American Airlines,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",1,1
2023,JUN,11,Sunday,SkyWest Airlines,SBP,"San Luis Obispo, CA",SFO,"San Francisco, CA",0,0
2022,NOV,21,Monday,PSA Airlines,CLT,"Charlotte, NC",JAN,"Jackson/Vicksburg, MS",0,0
2023,MAR,2,Thursday,Southwest Airlines,LGA,"New York, NY",TPA,"Tampa, FL",0,0
2023,JUN,14,Wednesday,Allegiant Air,PIA,"Peoria, IL",LAS,"Las Vegas, NV",0,0
2023,FEB,4,Saturday,American Airlines,LAX,"Los Angeles, CA",MCO,"Orlando, FL",1,1
2023,APR,17,Monday,Frontier Airlines,IAH,"Houston, TX",LAS,"Las Vegas, NV",1,1
2023,JAN,2,Monday,American Airlines,MSY,"New Orleans, LA",CLT,"Charlotte, NC",0,0
2022,OCT,21,Friday,Frontier Airlines,DEN,"Denver, CO",SAN,"San Diego, CA",0,0
2023,MAY,11,Thursday,Alaska Airlines,PHX,"Phoenix, AZ",ANC,"Anchorage, AK",0,0
2023,APR,5,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",0,0
2023,AUG,26,Saturday,American Airlines,DFW,"Dallas/Fort Worth, TX",LGA,"New York, NY",0,0
2023,MAR,9,Thursday,Southwest Airlines,MDW,"Chicago, IL",PIT,"Pittsburgh, PA",0,0
2023,JUN,2,Friday,Southwest Airlines,SNA,"Santa Ana, CA",DEN,"Denver, CO",0,0
2023,MAY,18,Thursday,Envoy Air,MAF,"Midland/Odessa, TX",DFW,"Dallas/Fort Worth, TX",0,0
2023,FEB,3,Friday,Delta Air Lines,JFK,"New York, NY",TPA,"Tampa, FL",0,0
2022,NOV,2,Wednesday,Alaska Airlines,BOS,"Boston, MA",PDX,"Portland, OR",0,0
2023,MAR,17,Friday,American Airlines,DCA,"Washington, DC",CLT,"Charlotte, NC",0,0
2023,APR,26,Wednesday,Endeavor Air,ATL,"Atlanta, GA",TRI,"Bristol/Johnson City/Kingsport, TN",0,0
2022,NOV,20,Sunday,JetBlue Airways,LAX,"Los Angeles, CA",JFK,"New York, NY",0,0
2023,MAY,4,Thursday,Southwest Airlines,BNA,"Nashville, TN",PHX,"Phoenix, AZ",0,0
2023,MAR,30,Thursday,Southwest Airlines,STL,"St. Louis, MO",DEN,"Denver, CO",0,0
2022,OCT,10,Monday,PSA Airlines,DCA,"Washington, DC",ILM,"Wilmington, NC",0,0
2023,MAY,22,Monday,Republic Airline,LGA,"New York, NY",CLT,"Charlotte, NC",0,0
2023,FEB,7,Tuesday,Southwest Airlines,DEN,"Denver, CO",OMA,"Omaha, NE",0,0
2023,AUG,7,Monday,SkyWest Airlines,BFL,"Bakersfield, CA",DEN,"Denver, CO",0,0
2022,DEC,3,Saturday,American Airlines,MFE,"Mission/McAllen/Edinburg, TX",DFW,"Dallas/Fort Worth, TX",0,0
2023,JUN,21,Wednesday,American Airlines,PHL,"Philadelphia, PA",RDU,"Raleigh/Durham, NC",0,0
2023,MAR,30,Thursday,Southwest Airlines,ALB,"Albany, NY",MCO,"Orlando, FL",0,0
2022,OCT,6,Thursday,Southwest Airlines,DEN,"Denver, CO",LAX,"Los Angeles, CA",0,0
2022,DEC,24,Saturday,Frontier Airlines,MEM,"Memphis, TN",DEN,"Denver, CO",1,0
2022,AUG,7,Sunday,Delta Air Lines,LGA,"New York, NY",DFW,"Dallas/Fort Worth, TX",0,0
2023,APR,28,Friday,PSA Airlines,CLT,"Charlotte, NC",MKE,"Milwaukee, WI",0,0
2023,JAN,1,Sunday,Southwest Airlines,DAL,"Dallas, TX",LGA,"New York, NY",0,0
2022,NOV,3,Thursday,PSA Airlines,CAE,"Columbia, SC",CLT,"Charlotte, NC",0,0
2022,SEP,30,Friday,SkyWest Airlines,MCW,"Mason City, IA",ORD,"Chicago, IL",0,0
2023,JUL,16,Sunday,Republic Airline,BUF,"Buffalo, NY",DCA,"Washington, DC",1,1
2022,SEP,22,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",PSP,"Palm Springs, CA",1,0
2023,MAY,16,Tuesday,Southwest Airlines,SMF,"Sacramento, CA",ONT,"Ontario, CA",0,0
2022,AUG,13,Saturday,SkyWest Airlines,MSO,"Missoula, MT",SLC,"Salt Lake City, UT",1,1
2023,APR,25,Tuesday,Spirit Air Lines,ORD,"Chicago, IL",LAS,"Las Vegas, NV",0,0
2023,MAY,6,Saturday,Endeavor Air,JAX,"Jacksonville, FL",JFK,"New York, NY",0,0
2023,JUL,18,Tuesday,Delta Air Lines,ATL,"Atlanta, GA",MKE,"Milwaukee, WI",1,1
2023,MAR,2,Thursday,SkyWest Airlines,XWA,"Williston, ND",MSP,"Minneapolis, MN",0,0
2023,MAR,11,Saturday,Envoy Air,DCA,"Washington, DC",CHS,"Charleston, SC",0,0
2023,AUG,22,Tuesday,American Airlines,CLT,"Charlotte, NC",PHX,"Phoenix, AZ",0,0
2023,MAY,16,Tuesday,Southwest Airlines,LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM",1,1
2023,JUL,27,Thursday,United Air Lines,EWR,"Newark, NJ",TPA,"Tampa, FL",1,1
2023,JAN,24,Tuesday,Delta Air Lines,DTW,"Detroit, MI",ATL,"Atlanta, GA",0,0
2022,NOV,28,Monday,SkyWest Airlines,CLE,"Cleveland, OH",MSP,"Minneapolis, MN",0,0
2023,AUG,11,Friday,American Airlines,CLT,"Charlotte, NC",MSP,"Minneapolis, MN",0,0
2023,JUN,2,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",FLL,"Fort Lauderdale, FL",0,0
2023,JUN,25,Sunday,Spirit Air Lines,FLL,"Fort Lauderdale, FL",BWI,"Baltimore, MD",1,1
2023,JUL,14,Friday,Southwest Airlines,BWI,"Baltimore, MD",PVD,"Providence, RI",1,1
2023,FEB,15,Wednesday,Southwest Airlines,DEN,"Denver, CO",TPA,"Tampa, FL",1,1
2023,APR,17,Monday,Delta Air Lines,MSP,"Minneapolis, MN",DEN,"Denver, CO",0,0
2023,JUN,29,Thursday,Envoy Air,EYW,"Key West, FL",MIA,"Miami, FL",0,0
2022,SEP,29,Thursday,JetBlue Airways,JFK,"New York, NY",PSE,"Ponce, PR",0,1
2022,NOV,12,Saturday,Envoy Air,ORD,"Chicago, IL",BWI,"Baltimore, MD",1,1
2023,MAR,8,Wednesday,American Airlines,PHX,"Phoenix, AZ",SFO,"San Francisco, CA",0,0
2023,MAR,17,Friday,SkyWest Airlines,FOD,"Fort Dodge, IA",MCW,"Mason City, IA",0,0
2023,JUN,9,Friday,Endeavor Air,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",0,0
2023,JUL,2,Sunday,JetBlue Airways,BDL,"Hartford, CT",FLL,"Fort Lauderdale, FL",0,0
2023,JUN,21,Wednesday,United Air Lines,ORD,"Chicago, IL",MCI,"Kansas City, MO",0,0
2022,SEP,11,Sunday,United Air Lines,ORD,"Chicago, IL",SEA,"Seattle, WA",0,0
2022,SEP,9,Friday,United Air Lines,MIA,"Miami, FL",ORD,"Chicago, IL",0,0
2023,JAN,1,Sunday,Southwest Airlines,LAS,"Las Vegas, NV",BNA,"Nashville, TN",0,0
2023,JAN,25,Wednesday,SkyWest Airlines,PSC,"Pasco/Kennewick/Richland, WA",SEA,"Seattle, WA",0,0
2023,MAR,14,Tuesday,SkyWest Airlines,DTW,"Detroit, MI",ESC,"Escanaba, MI",0,0
2023,AUG,22,Tuesday,Southwest Airlines,PHX,"Phoenix, AZ",STL,"St. Louis, MO",0,0
2023,AUG,31,Thursday,United Air Lines,SAN,"San Diego, CA",IAD,"Washington, DC",0,1
2022,SEP,27,Tuesday,Southwest Airlines,PHX,"Phoenix, AZ",SJC,"San Jose, CA",0,0
2022,AUG,9,Tuesday,SkyWest Airlines,SLC,"Salt Lake City, UT",HLN,"Helena, MT",0,0
2023,APR,8,Saturday,Delta Air Lines,DTW,"Detroit, MI",SAT,"San Antonio, TX",0,0
2023,AUG,30,Wednesday,American Airlines,DFW,"Dallas/Fort Worth, TX",SMF,"Sacramento, CA",0,0
2022,NOV,13,Sunday,United Air Lines,DEN,"Denver, CO",MSP,"Minneapolis, MN",0,0
2022,DEC,8,Thursday,Hawaiian Airlines,OGG,"Kahului, HI",OAK,"Oakland, CA",0,1
2023,JUL,30,Sunday,Spirit Air Lines,ORD,"Chicago, IL",MCO,"Orlando, FL",0,1
2022,OCT,18,Tuesday,SkyWest Airlines,MCW,"Mason City, IA",ORD,"Chicago, IL",0,0
2022,AUG,23,Tuesday,Republic Airline,ORD,"Chicago, IL",TVC,"Traverse City, MI",1,1
2023,JUL,4,Tuesday,Alaska Airlines,ANC,"Anchorage, AK",BET,"Bethel, AK",0,0
2022,AUG,21,Sunday,SkyWest Airlines,MSP,"Minneapolis, MN",ABR,"Aberdeen, SD",0,0
2022,DEC,3,Saturday,Southwest Airlines,LGB,"Long Beach, CA",OAK,"Oakland, CA",0,0
2022,DEC,26,Monday,Southwest Airlines,MCO,"Orlando, FL",PIT,"Pittsburgh, PA",1,1
2022,OCT,16,Sunday,Southwest Airlines,PHL,"Philadelphia, PA",TPA,"Tampa, FL",0,0
2023,APR,14,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",SAN,"San Diego, CA",0,0
2023,MAR,30,Thursday,American Airlines,BNA,"Nashville, TN",MIA,"Miami, FL",1,1
2022,SEP,11,Sunday,Allegiant Air,HOU,"Houston, TX",PVU,"Provo, UT",0,0
2023,JUN,9,Friday,American Airlines,CLT,"Charlotte, NC",MSY,"New Orleans, LA",0,0
2022,NOV,15,Tuesday,SkyWest Airlines,IAH,"Houston, TX",LIT,"Little Rock, AR",1,1
2023,JUL,19,Wednesday,Southwest Airlines,ONT,"Ontario, CA",PHX,"Phoenix, AZ",0,0
2023,APR,26,Wednesday,Southwest Airlines,AUS,"Austin, TX",HRL,"Harlingen/San Benito, TX",1,1
2023,JUN,2,Friday,American Airlines,PHX,"Phoenix, AZ",DEN,"Denver, CO",0,0
2023,APR,18,Tuesday,American Airlines,CLT,"Charlotte, NC",IAD,"Washington, DC",0,0
2022,OCT,10,Monday,Southwest Airlines,SAN,"San Diego, CA",OAK,"Oakland, CA",0,0
2023,JUN,24,Saturday,Southwest Airlines,SAT,"San Antonio, TX",PHX,"Phoenix, AZ",0,0
2023,JUL,11,Tuesday,Southwest Airlines,BWI,"Baltimore, MD",GRR,"Grand Rapids, MI",0,0
2022,SEP,12,Monday,Southwest Airlines,SLC,"Salt Lake City, UT",PHX,"Phoenix, AZ",0,0
2022,SEP,10,Saturday,American Airlines,RSW,"Fort Myers, FL",DCA,"Washington, DC",0,0
2022,SEP,13,Tuesday,Southwest Airlines,TPA,"Tampa, FL",MDW,"Chicago, IL",0,0
2023,MAR,27,Monday,Southwest Airlines,DEN,"Denver, CO",DAL,"Dallas, TX",1,1
2023,JUL,17,Monday,Southwest Airlines,GSP,"Greer, SC",ATL,"Atlanta, GA",1,0
2023,MAR,12,Sunday,Delta Air Lines,ROC,"Rochester, NY",ATL,"Atlanta, GA",1,1
2023,APR,1,Saturday,United Air Lines,EWR,"Newark, NJ",AUS,"Austin, TX",1,0
2023,AUG,26,Saturday,Southwest Airlines,LAS,"Las Vegas, NV",STL,"St. Louis, MO",0,0
2022,AUG,21,Sunday,Endeavor Air,ATL,"Atlanta, GA",FAY,"Fayetteville, NC",0,0
2023,AUG,18,Friday,Southwest Airlines,OMA,"Omaha, NE",DEN,"Denver, CO",0,0
2023,APR,13,Thursday,Alaska Airlines,SAN,"San Diego, CA",HNL,"Honolulu, HI",1,0
2023,JAN,5,Thursday,PSA Airlines,CLT,"Charlotte, NC",TYS,"Knoxville, TN",0,0
2023,JUN,29,Thursday,Southwest Airlines,BNA,"Nashville, TN",MSP,"Minneapolis, MN",0,0
2022,SEP,12,Monday,SkyWest Airlines,BIS,"Bismarck/Mandan, ND",MSP,"Minneapolis, MN",1,1
2023,JAN,20,Friday,Endeavor Air,IND,"Indianapolis, IN",DTW,"Detroit, MI",0,0
2022,SEP,21,Wednesday,Envoy Air,RDU,"Raleigh/Durham, NC",AUS,"Austin, TX",0,0
2023,JUN,27,Tuesday,Southwest Airlines,DAL,"Dallas, TX",SAT,"San Antonio, TX",0,0
2023,AUG,19,Saturday,Republic Airline,JFK,"New York, NY",PIT,"Pittsburgh, PA",0,0
2023,MAR,12,Sunday,Southwest Airlines,SAN,"San Diego, CA",DEN,"Denver, CO",0,0
2022,AUG,22,Monday,PSA Airlines,CLT,"Charlotte, NC",TYS,"Knoxville, TN",0,0
2022,SEP,22,Thursday,American Airlines,STL,"St. Louis, MO",CLT,"Charlotte, NC",0,0
2022,OCT,3,Monday,Frontier Airlines,BDL,"Hartford, CT",DEN,"Denver, CO",0,0
2023,FEB,22,Wednesday,American Airlines,PHX,"Phoenix, AZ",FAT,"Fresno, CA",1,1
2022,OCT,14,Friday,Endeavor Air,BHM,"Birmingham, AL",LGA,"New York, NY",0,0
2023,APR,28,Friday,Republic Airline,BOS,"Boston, MA",HPN,"White Plains, NY",0,0
2023,APR,3,Monday,Delta Air Lines,LAX,"Los Angeles, CA",SAT,"San Antonio, TX",0,0
2023,AUG,19,Saturday,Delta Air Lines,MSP,"Minneapolis, MN",BOI,"Boise, ID",0,0
2023,MAR,26,Sunday,Delta Air Lines,MEM,"Memphis, TN",ATL,"Atlanta, GA",0,0
2023,MAR,21,Tuesday,Delta Air Lines,MCO,"Orlando, FL",BOS,"Boston, MA",0,0
2022,AUG,20,Saturday,Southwest Airlines,DTW,"Detroit, MI",PHX,"Phoenix, AZ",0,0
2022,OCT,26,Wednesday,American Airlines,MKE,"Milwaukee, WI",DFW,"Dallas/Fort Worth, TX",0,0
2023,JAN,21,Saturday,Southwest Airlines,DAL,"Dallas, TX",ORD,"Chicago, IL",0,0
2023,FEB,14,Tuesday,Hawaiian Airlines,HNL,"Honolulu, HI",ITO,"Hilo, HI",0,0
2022,OCT,22,Saturday,American Airlines,PHL,"Philadelphia, PA",SJU,"San Juan, PR",0,1
2023,APR,9,Sunday,American Airlines,MSN,"Madison, WI",CLT,"Charlotte, NC",0,0
2023,MAR,14,Tuesday,Delta Air Lines,CHS,"Charleston, SC",ATL,"Atlanta, GA",0,0
2023,FEB,23,Thursday,Envoy Air,ORD,"Chicago, IL",BHM,"Birmingham, AL",0,0
2022,AUG,9,Tuesday,Southwest Airlines,MIA,"Miami, FL",BNA,"Nashville, TN",0,0
2023,MAR,6,Monday,Frontier Airlines,BDL,"Hartford, CT",SJU,"San Juan, PR",0,0
2023,JUN,19,Monday,American Airlines,TPA,"Tampa, FL",CLT,"Charlotte, NC",1,1
2023,JUL,30,Sunday,Spirit Air Lines,RSW,"Fort Myers, FL",DTW,"Detroit, MI",1,0
2022,AUG,8,Monday,Southwest Airlines,MCI,"Kansas City, MO",TPA,"Tampa, FL",0,0
2023,MAY,5,Friday,Southwest Airlines,MCI,"Kansas City, MO",TPA,"Tampa, FL",1,0
2023,MAY,31,Wednesday,SkyWest Airlines,BOI,"Boise, ID",SLC,"Salt Lake City, UT",0,0
2022,AUG,23,Tuesday,Southwest Airlines,SAN,"San Diego, CA",SMF,"Sacramento, CA",1,1
2023,AUG,18,Friday,Delta Air Lines,IAD,"Washington, DC",ATL,"Atlanta, GA",0,0
2023,APR,7,Friday,PSA Airlines,PHL,"Philadelphia, PA",BTV,"Burlington, VT",0,0
2022,NOV,9,Wednesday,Southwest Airlines,MCO,"Orlando, FL",PIT,"Pittsburgh, PA",0,0
2023,MAY,17,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",ONT,"Ontario, CA",1,1
2022,OCT,11,Tuesday,SkyWest Airlines,PHX,"Phoenix, AZ",MRY,"Monterey, CA",0,0
2023,JUL,23,Sunday,Southwest Airlines,SAN,"San Diego, CA",SJC,"San Jose, CA",0,0
2023,MAY,3,Wednesday,JetBlue Airways,TPA,"Tampa, FL",LGA,"New York, NY",0,0
2022,NOV,6,Sunday,JetBlue Airways,MCO,"Orlando, FL",LGA,"New York, NY",0,0
2023,APR,11,Tuesday,American Airlines,DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX",0,0
2022,AUG,11,Thursday,Endeavor Air,MLU,"Monroe, LA",ATL,"Atlanta, GA",0,0
2023,AUG,11,Friday,Delta Air Lines,SAN,"San Diego, CA",ATL,"Atlanta, GA",1,0
2022,OCT,10,Monday,SkyWest Airlines,SJC,"San Jose, CA",SAN,"San Diego, CA",0,0
2023,JUL,13,Thursday,SkyWest Airlines,PIA,"Peoria, IL",ORD,"Chicago, IL",0,0
2023,MAY,20,Saturday,Delta Air Lines,MSP,"Minneapolis, MN",BOS,"Boston, MA",0,0
2022,DEC,9,Friday,Delta Air Lines,PHX,"Phoenix, AZ",SLC,"Salt Lake City, UT",0,0
2022,AUG,7,Sunday,Endeavor Air,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",0,0
2023,MAY,17,Wednesday,Delta Air Lines,DTW,"Detroit, MI",BUF,"Buffalo, NY",0,0
2023,AUG,7,Monday,Republic Airline,DCA,"Washington, DC",EWR,"Newark, NJ",0,0
2023,APR,13,Thursday,Hawaiian Airlines,HNL,"Honolulu, HI",KOA,"Kona, HI",1,1
2023,MAR,18,Saturday,United Air Lines,DEN,"Denver, CO",ELP,"El Paso, TX",0,0
2023,JUL,5,Wednesday,Southwest Airlines,STL,"St. Louis, MO",PIT,"Pittsburgh, PA",0,0
2022,SEP,11,Sunday,Alaska Airlines,SEA,"Seattle, WA",STL,"St. Louis, MO",1,1
2023,JUL,13,Thursday,Southwest Airlines,DEN,"Denver, CO",LAS,"Las Vegas, NV",1,1
2023,MAR,29,Wednesday,Southwest Airlines,BHM,"Birmingham, AL",HOU,"Houston, TX",0,0
2023,AUG,24,Thursday,American Airlines,DCA,"Washington, DC",TPA,"Tampa, FL",0,0
2023,JAN,7,Saturday,SkyWest Airlines,SFO,"San Francisco, CA",SAN,"San Diego, CA",1,1
2023,MAR,29,Wednesday,PSA Airlines,CHS,"Charleston, SC",CLT,"Charlotte, NC",0,0
2023,MAY,8,Monday,Southwest Airlines,BWI,"Baltimore, MD",MDW,"Chicago, IL",1,0
2023,FEB,20,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",CVG,"Cincinnati, OH",0,0
2023,JUN,17,Saturday,Delta Air Lines,DTW,"Detroit, MI",AUS,"Austin, TX",0,0
2023,MAR,23,Thursday,Southwest Airlines,BNA,"Nashville, TN",ISP,"Islip, NY",0,0
2023,JUL,6,Thursday,Southwest Airlines,DEN,"Denver, CO",ONT,"Ontario, CA",0,0
2023,JUL,27,Thursday,Hawaiian Airlines,HNL,"Honolulu, HI",OAK,"Oakland, CA",0,0
2023,FEB,18,Saturday,SkyWest Airlines,ATL,"Atlanta, GA",FWA,"Fort Wayne, IN",0,0
2023,JAN,12,Thursday,Delta Air Lines,MSP,"Minneapolis, MN",PDX,"Portland, OR",0,1
2023,MAR,30,Thursday,United Air Lines,EWR,"Newark, NJ",MCO,"Orlando, FL",1,1
2022,AUG,2,Tuesday,United Air Lines,IAD,"Washington, DC",EWR,"Newark, NJ",0,0
2022,OCT,7,Friday,Spirit Air Lines,MCO,"Orlando, FL",CLE,"Cleveland, OH",0,1
2023,MAR,12,Sunday,Southwest Airlines,PHX,"Phoenix, AZ",DEN,"Denver, CO",1,0
2022,SEP,10,Saturday,SkyWest Airlines,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",0,0
2023,MAY,31,Wednesday,Delta Air Lines,MCI,"Kansas City, MO",ATL,"Atlanta, GA",0,0
